54.981998	570.554016	453.830994
54.971001	570.521973	453.941986
55.167999	570.383972	453.730988
55.164001	570.312012	453.850006
55.144001	570.452026	453.739990
55.147999	570.307007	454.000000
55.106998	570.456970	453.979004
55.134998	570.447998	453.890015
55.113998	570.442017	453.966003
55.178001	570.239990	453.928986
55.096001	570.513977	453.803986
55.167999	570.385010	453.804993
55.137001	570.377014	453.958008
55.021000	570.513000	453.917999
55.066002	570.505005	453.955994
55.026001	570.505981	453.949005
55.000000	570.559021	453.756012
54.981998	570.554016	453.830994
54.974998	570.521973	453.910004
54.971001	570.521973	453.941986
55.167999	570.383972	453.730988
55.164001	570.312012	453.850006
55.144001	570.452026	453.739990
55.132000	570.450012	453.816986
55.180000	570.244019	453.854004
55.147999	570.307007	454.000000
55.106998	570.456970	453.979004
55.089001	570.479980	453.914001
55.080002	570.489014	453.881989
55.134998	570.447998	453.890015
55.113998	570.442017	453.966003
55.178001	570.239990	453.928986
55.151001	570.380005	453.878998
55.096001	570.513977	453.803986
55.091000	570.473999	453.947998
55.015999	570.517029	453.884003
55.008999	570.528015	453.851990
55.167999	570.385010	453.804993
55.021000	570.513000	453.917999
55.137001	570.377014	453.958008
55.066002	570.505005	453.955994
55.026001	570.505981	453.949005
55.067001	570.502991	453.885010
55.063999	570.512024	453.851013
55.078999	570.465027	453.864014
55.153000	570.343994	453.897003
55.158001	570.307983	453.921997
55.136002	570.229980	454.009003
55.139000	570.156006	453.950012
55.175999	570.312988	453.774994
55.199001	570.322021	453.696014
55.202000	570.174011	453.867004
55.123001	570.151978	454.026001
55.186001	570.093994	453.851013
54.952999	570.543030	453.910004
54.924999	570.533997	453.920990
54.922001	570.538025	453.888000
54.969002	570.528015	453.877991
54.945000	570.510986	453.871002
54.879002	569.999023	453.984985
54.661999	570.531982	453.944000
54.943001	570.543030	453.984985
54.848999	570.520996	454.088013
54.928001	570.528015	454.018005
54.929001	570.526001	454.049988
54.889000	570.526001	454.092010
54.931999	570.520020	454.083008
54.973999	570.520996	454.041992
54.935001	570.541016	454.059998
54.888000	570.528992	454.062012
55.113998	570.442993	454.037994
55.144001	570.330994	454.049988
54.653000	570.182007	454.214996
54.728001	570.471008	454.109985
54.638000	570.263977	454.243988
54.639999	570.257996	454.213013
54.655998	570.456970	454.157990
54.626999	570.440979	454.117004
54.692001	570.463013	454.158997
54.618000	570.400024	454.186005
54.662998	570.447998	454.191010
54.723999	570.473999	454.143005
54.668999	570.440002	454.221008
54.692001	570.463013	454.125000
54.723999	570.471985	454.209991
54.723999	570.471985	454.174988
54.756001	570.484009	454.118988
54.791000	570.489990	454.118988
